"Region";"Species";"speciesKey";"Realm";"Source";"FirstRecord"
"Australia";"Aphanes australis";5365026;"terrestrial";"Australia Virtual Herbarium";1947
"Australia";"Potentilla anserina";5367246;"terrestrial";"Australia Virtual Herbarium";1837
"Australia";"Potentilla reptans";5367273;"terrestrial";"Australia Virtual Herbarium";1893
"Australia";"Potentilla recta";5367294;"terrestrial";"Australia Virtual Herbarium";1864
"Australia";"Geum urbanum";5369652;"terrestrial";"Australia Virtual Herbarium";1975
"Australia";"Acaena echinata";5371172;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Rhaphiolepis indica";5371542;"terrestrial";"Australia Virtual Herbarium";1897
"Australia";"Nigella damascena";5371702;"terrestrial";"Australia Virtual Herbarium";1903
"Australia";"Apium graveolens";5371879;"terrestrial";"Australia Virtual Herbarium";1906
"Australia";"Apium prostratum";5371881;"terrestrial";"Australia Virtual Herbarium";1898
"Australia";"Oenanthe pimpinelloides";5371889;"terrestrial";"Australia Virtual Herbarium";1980
"Australia";"Callitriche deflexa";5372479;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Callitriche palustris";5372484;"terrestrial";"Australia Virtual Herbarium";1874
"Australia";"Callitriche stagnalis";5372487;"terrestrial";"Australia Virtual Herbarium";1881
"Australia";"Salix cinerea";5372605;"terrestrial";"Australia Virtual Herbarium";1914
"Australia";"Salix x pendulina";5372638;"terrestrial";"Australia Virtual Herbarium";1967
"Australia";"Salix euxina";5372829;"terrestrial";"Australia Virtual Herbarium";1950
"Australia";"Salix fragilis";5372829;"terrestrial";"Australia Virtual Herbarium";1950
"Australia";"Salix x fragilis";5372829;"terrestrial";"Australia Virtual Herbarium";1950
"Australia";"Salix nigra";5372854;"terrestrial";"Australia Virtual Herbarium";1896
"Australia";"Lunaria annua";5373324;"terrestrial";"Australia Virtual Herbarium";1911
"Australia";"Lobularia maritima";5373358;"terrestrial";"Australia Virtual Herbarium";1864
"Australia";"Rapistrum rugosum";5373368;"terrestrial";"Australia Virtual Herbarium";1903
"Australia";"Barbarea intermedia";5374635;"terrestrial";"Australia Virtual Herbarium";1920
"Australia";"Barbarea verna";5374672;"terrestrial";"Australia Virtual Herbarium";1910
"Australia";"Carrichtera annua";5375285;"terrestrial";"Australia Virtual Herbarium";1947
"Australia";"Capsella bursa-pastoris";5375388;"terrestrial";"Australia Virtual Herbarium";1848
"Australia";"Erucastrum austroafricanum";5375568;"terrestrial";"Australia Virtual Herbarium";1947
"Australia";"Eruca vesicaria";5375920;"terrestrial";"Australia Virtual Herbarium";1897
"Australia";"Turritis glabra";5376000;"terrestrial";"Australia Virtual Herbarium";1899
"Australia";"Hornungia procumbens";5376158;"terrestrial";"Australia Virtual Herbarium";1856
"Australia";"Diplotaxis muralis";5376337;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Diplotaxis tenuifolia";5376426;"terrestrial";"Australia Virtual Herbarium";1907
"Australia";"Lepidium africanum";5376530;"terrestrial";"Australia Virtual Herbarium";1882
"Australia";"Lepidium coronopus";5376627;"terrestrial";"Australia Virtual Herbarium";1887
"Australia";"Lepidium strictum";5376643;"terrestrial";"Australia Virtual Herbarium";1893
"Australia";"Lepidium virginicum";5376648;"terrestrial";"Australia Virtual Herbarium";1906
"Australia";"Lepidium perfoliatum";5376816;"terrestrial";"Australia Virtual Herbarium";1960
"Australia";"Lepidium bonariense";5376925;"terrestrial";"Australia Virtual Herbarium";1886
"Australia";"Lepidium pseudotasmanicum";5376954;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Lepidium draba";5376961;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Lepidium didymum";5377060;"terrestrial";"Australia Virtual Herbarium";1843
"Australia";"Matthiola incana";5377378;"terrestrial";"Australia Virtual Herbarium";1974
"Australia";"Matthiola longipetala";5377395;"terrestrial";"Australia Virtual Herbarium";1939
"Australia";"Phyllanthus tenellus";5381097;"terrestrial";"Australia Virtual Herbarium";1886
"Australia";"Phyllanthus maderaspatensis";5381104;"terrestrial";"Australia Virtual Herbarium";1956
"Australia";"Phyllanthus debilis";5381529;"terrestrial";"Australia Virtual Herbarium";1986
"Australia";"Phyllanthus virgatus";5382061;"terrestrial";"Australia Virtual Herbarium";2001
"Australia";"Phyllanthus amarus";5382589;"terrestrial";"Australia Virtual Herbarium";1917
"Australia";"Glochidion ferdinandii";5383211;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Cereus uruguayanus";5384000;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Opuntia tomentosa";5384035;"terrestrial";"Australia Virtual Herbarium";1964
"Australia";"Opuntia ammophila";5384047;"terrestrial";"Australia Virtual Herbarium";1982
"Australia";"Opuntia humifusa";5384047;"terrestrial";"Australia Virtual Herbarium";1982
"Australia";"Opuntia dillenii";5384075;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Opuntia stricta";5384075;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Opuntia monacantha";5384142;"terrestrial";"Australia Virtual Herbarium";1901
"Australia";"Opuntia aurantiaca";5384186;"terrestrial";"Australia Virtual Herbarium";1908
"Australia";"Harrisia martinii";5384187;"terrestrial";"Australia Virtual Herbarium";1953
"Australia";"Froelichia gracilis";5384324;"terrestrial";"Australia Virtual Herbarium";1910
"Australia";"Froelichia floridana";5384326;"terrestrial";"Australia Virtual Herbarium";1959
"Australia";"Amaranthus muricatus";5384332;"terrestrial";"Australia Virtual Herbarium";1943
"Australia";"Amaranthus viridis";5384334;"terrestrial";"Australia Virtual Herbarium";1889
"Australia";"Amaranthus powellii";5384359;"terrestrial";"Australia Virtual Herbarium";1885
"Australia";"Amaranthus hybridus";5384364;"terrestrial";"Australia Virtual Herbarium";1891
"Australia";"Amaranthus graecizans";5384373;"terrestrial";"Australia Virtual Herbarium";1969
"Australia";"Amaranthus thellungianus";5384373;"terrestrial";"Australia Virtual Herbarium";1969
"Australia";"Amaranthus cruentus";5384390;"terrestrial";"Australia Virtual Herbarium";1905
"Australia";"Amaranthus deflexus";5384396;"terrestrial";"Australia Virtual Herbarium";1896
"Australia";"Amaranthus spinosus";5384401;"terrestrial";"Australia Virtual Herbarium";1887
"Australia";"Drymaria cordata";5384509;"terrestrial";"Australia Virtual Herbarium";1921
"Australia";"Stellaria media";5384604;"terrestrial";"Australia Virtual Herbarium";1875
"Australia";"Stellaria graminea";5384616;"terrestrial";"Australia Virtual Herbarium";1900
"Australia";"Corrigiola litoralis";5384680;"terrestrial";"Australia Virtual Herbarium";1960
"Australia";"Paronychia franciscana";5384737;"terrestrial";"Australia Virtual Herbarium";1909
"Australia";"Silene coronaria";5384741;"terrestrial";"Australia Virtual Herbarium";1917
"Australia";"Silene latifolia";5384805;"terrestrial";"Australia Virtual Herbarium";1836
"Australia";"Silene gallica";5384848;"terrestrial";"Australia Virtual Herbarium";1869
"Australia";"Pallenis spinosa";5385215;"terrestrial";"Australia Virtual Herbarium";1992
"Australia";"Reichardia tingitana";5385648;"terrestrial";"Australia Virtual Herbarium";1958
"Australia";"Oncosiphon suffruticosum";5386431;"terrestrial";"Australia Virtual Herbarium";1984
"Australia";"Tragopogon porrifolius";5386938;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Gaillardia pulchella";5387821;"terrestrial";"Australia Virtual Herbarium";1915
"Australia";"Youngia japonica";5387974;"terrestrial";"Australia Virtual Herbarium";2002
"Australia";"Solidago canadensis";5389029;"terrestrial";"Australia Virtual Herbarium";1975
"Australia";"Solidago altissima";5389058;"terrestrial";"Australia Virtual Herbarium";1935
"Australia";"Craspedia uniflora";5389191;"terrestrial";"Australia Virtual Herbarium";1944
"Australia";"Craspedia adenophora";5389201;"terrestrial";"Australia Virtual Herbarium";1974
"Australia";"Bidens bipinnata";5389402;"terrestrial";"Australia Virtual Herbarium";1888
"Australia";"Cassinia arcuata";5390398;"terrestrial";"Australia Virtual Herbarium";1987
"Australia";"Gnaphalium polycaulon";5390831;"terrestrial";"Australia Virtual Herbarium";1916
"Australia";"Gnaphalium indutum";5390837;"terrestrial";"Australia Virtual Herbarium";1910
"Australia";"Pentzia incana";5391152;"terrestrial";"Australia Virtual Herbarium";1913
"Australia";"Calendula officinalis";5391480;"terrestrial";"Australia Virtual Herbarium";1848
"Australia";"Chamaemelum nobile";5391599;"terrestrial";"Australia Virtual Herbarium";1887
"Australia";"Bidens aurea";5391802;"terrestrial";"Australia Virtual Herbarium";1956
"Australia";"Bidens pilosa";5391845;"terrestrial";"Australia Virtual Herbarium";1770
"Australia";"Bidens tripartita";5391862;"terrestrial";"Australia Virtual Herbarium";1895
"Australia";"Bidens subalternans";5391882;"terrestrial";"Australia Virtual Herbarium";1951
"Australia";"Pterocaulon redolens";5392205;"terrestrial";"Australia Virtual Herbarium";2006
"Australia";"Cichorium intybus";5392252;"terrestrial";"Australia Virtual Herbarium";1894
"Australia";"Taraxacum bracteatum";5394156;"terrestrial";"Australia Virtual Herbarium";1949
"Australia";"Hedypnois rhagadioloides";5394841;"terrestrial";"Australia Virtual Herbarium";1881
"Australia";"Euryops chrysanthemoides";5394961;"terrestrial";"Australia Virtual Herbarium";1972
"Australia";"Elephantopus mollis";5395928;"terrestrial";"Australia Virtual Herbarium";1989
"Australia";"Tithonia rotundifolia";5396551;"terrestrial";"Australia Virtual Herbarium";1934
"Australia";"Tithonia diversifolia";5396557;"terrestrial";"Australia Virtual Herbarium";1948
"Australia";"Mikania micrantha";5398421;"terrestrial";"Australia Virtual Herbarium";1998
"Australia";"Ageratina adenophora";5400613;"terrestrial";"Australia Virtual Herbarium";1906
"Australia";"Leucanthemum lacustre x maximum";5401007;"terrestrial";"Australia Virtual Herbarium";1911
"Australia";"Leucanthemum x superbum";5401007;"terrestrial";"Australia Virtual Herbarium";1911
"Australia";"Emilia fosbergii";5401508;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Ageratum conyzoides";5401673;"terrestrial";"Australia Virtual Herbarium";1892
"Australia";"Ageratum houstonianum";5401760;"terrestrial";"Australia Virtual Herbarium";1876
"Australia";"Helenium amarum";5401836;"terrestrial";"Australia Virtual Herbarium";1953
"Australia";"Heterotheca grandiflora";5401996;"terrestrial";"Australia Virtual Herbarium";1966
"Australia";"Dimorphotheca jucunda";5402340;"terrestrial";"Australia Virtual Herbarium";2001
"Australia";"Osteospermum jucundum";5402340;"terrestrial";"Australia Virtual Herbarium";2001
"Australia";"Dimorphotheca sinuata";5402350;"terrestrial";"Australia Virtual Herbarium";1942
"Australia";"Dimorphotheca pluvialis";5402363;"terrestrial";"Australia Virtual Herbarium";1906
"Australia";"Eupatorium lindleyanum";5402831;"terrestrial";"Australia Virtual Herbarium";2003
"Australia";"Crepis capillaris";5403304;"terrestrial";"Australia Virtual Herbarium";1880
"Australia";"Crepis foetida";5403470;"terrestrial";"Australia Virtual Herbarium";1904
"Australia";"Crepis vesicaria";5403709;"terrestrial";"Australia Virtual Herbarium";1905
"Australia";"Scolymus hispanicus";5403742;"terrestrial";"Australia Virtual Herbarium";1901
"Australia";"Scolymus maculatus";5403743;"terrestrial";"Australia Virtual Herbarium";1908
"Australia";"Synedrella nodiflora";5404991;"terrestrial";"Australia Virtual Herbarium";1914
"Australia";"Arctotis stoechadifolia";5406226;"terrestrial";"Australia Virtual Herbarium";1903
"Australia";"Waltheria indica";5406665;"terrestrial";"Australia Virtual Herbarium";2010
"Australia";"Sida rhombifolia";5406735;"terrestrial";"Australia Virtual Herbarium";1887
"Australia";"Sida cordifolia";5406755;"terrestrial";"Australia Virtual Herbarium";1910
"Australia";"Pavonia hastata";5406783;"terrestrial";"Australia Virtual Herbarium";1842
"Australia";"Alcea rosea";5406789;"terrestrial";"Australia Virtual Herbarium";1899
"Australia";"Annona squamosa";5407099;"terrestrial";"Australia Virtual Herbarium";1922
"Australia";"Annona reticulata";5407123;"terrestrial";"Australia Virtual Herbarium";1953
"Australia";"Lobelia pratioides";5407864;"terrestrial";"Australia Virtual Herbarium";2011
"Australia";"Lobelia erinus";5408087;"terrestrial";"Australia Virtual Herbarium";1992
"Australia";"Lobelia purpurascens";5408220;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Monopsis debilis";5413030;"terrestrial";"Australia Virtual Herbarium";1882
"Australia";"Wahlenbergia littoralis";5413506;"terrestrial";"Australia Virtual Herbarium";1918
"Australia";"Wahlenbergia capensis";5413612;"terrestrial";"Australia Virtual Herbarium";1969
"Australia";"Ardisia elliptica";5414375;"terrestrial";"Australia Virtual Herbarium";1983
"Australia";"Centaurium erythraea";5414457;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Calotropis procera";5414566;"terrestrial";"Australia Virtual Herbarium";1935
"Australia";"Bartsia trixago";5414976;"terrestrial";"Australia Virtual Herbarium";1902
"Australia";"Bellardia trixago";5414976;"terrestrial";"Australia Virtual Herbarium";1902
"Australia";"Linaria vulgaris";5415020;"terrestrial";"Australia Virtual Herbarium";1910
"Australia";"Ligustrum vulgare";5415039;"terrestrial";"Australia Virtual Herbarium";1838
"Australia";"Syringa vulgaris";5415039;"terrestrial";"Australia Virtual Herbarium";1838
"Australia";"Hygrophila costata";5415348;"terrestrial";"Australia Virtual Herbarium";1993
"Australia";"Hygrophila triflora";5415354;"terrestrial";"Australia Virtual Herbarium";1984
"Australia";"Hygrophila polysperma";5415355;"terrestrial";"Australia Virtual Herbarium";2005
"Australia";"Dipteracanthus prostratus";5415375;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Ruellia prostrata";5415375;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Ruellia brevifolia";5415377;"terrestrial";"Australia Virtual Herbarium";1973
"Australia";"Ruellia tuberosa";5415418;"terrestrial";"Australia Virtual Herbarium";1960
"Australia";"Acanthus mollis";5415455;"terrestrial";"Australia Virtual Herbarium";1998
"Australia";"Melaleuca parvistaminea";5415735;"terrestrial";"Australia Virtual Herbarium";2007
"Australia";"Melaleuca linarifolia";5415842;"terrestrial";"Australia Virtual Herbarium";2003
"Australia";"Melaleuca linariifolia";5415842;"terrestrial";"Australia Virtual Herbarium";2003
"Australia";"Melaleuca viminea";5415846;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Melaleuca uncinata";5416071;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Kunzea ambigua";5420044;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Psidium guineense";5420509;"terrestrial";"Australia Virtual Herbarium";1912
"Australia";"Thymelaea passerina";5420850;"terrestrial";"Australia Virtual Herbarium";1955
"Australia";"Heimia salicifolia";5420914;"terrestrial";"Australia Virtual Herbarium";1908
"Australia";"Ludwigia peploides";5420991;"terrestrial";"Australia Virtual Herbarium";1994
"Australia";"Ludwigia longifolia";5421003;"terrestrial";"Australia Virtual Herbarium";1985
"Australia";"Ludwigia peruviana";5421024;"terrestrial";"Australia Virtual Herbarium";1970
"Australia";"Ludwigia palustris";5421025;"terrestrial";"Australia Virtual Herbarium";1964
"Australia";"Ludwigia natans";5421030;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Ludwigia repens";5421030;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Tribulus terrestris";5421116;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Dodonaea viscosa";5421144;"terrestrial";"Australia Virtual Herbarium";2005
"Australia";"Koelreuteria elegans";5421178;"terrestrial";"Australia Virtual Herbarium";2001
"Australia";"Murraya koenigii";5421333;"terrestrial";"Australia Virtual Herbarium";1993
"Australia";"Anacardium occidentale";5421368;"terrestrial";"Australia Virtual Herbarium";1981
"Australia";"Fumaria indica";5530680;"terrestrial";"Australia Virtual Herbarium";1925
"Australia";"Fumaria densiflora";5530883;"terrestrial";"Australia Virtual Herbarium";1881
"Australia";"Hypolepis dicksonioides";5532275;"terrestrial";"Australia Virtual Herbarium";2004
"Australia";"Xanthosia atkinsoniana";5537818;"terrestrial";"Australia Virtual Herbarium";2002
"Australia";"Actinotus helianthi";5538649;"terrestrial";"Australia Virtual Herbarium";1990
"Australia";"Epidendrum x obrienianum";5541947;"terrestrial";"Australia Virtual Herbarium";1984
"Australia";"Ruschia geminiflora";5554304;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Tetragonia decumbens";5554679;"terrestrial";"Australia Virtual Herbarium";1916
"Australia";"Galenia pubescens";5554961;"terrestrial";"Australia Virtual Herbarium";1901
"Australia";"Phyllopodium cordatum";5560071;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Eremophila deserti";5565700;"terrestrial";"Australia Virtual Herbarium";1970
"Australia";"Eremophila debilis";5565789;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Ruellia simplex";5572994;"terrestrial";"Australia Virtual Herbarium";1976
"Australia";"Cephalotus follicularis";5576485;"terrestrial";"Australia Virtual Herbarium";1849
"Australia";"Alectryon connatum";5578187;"terrestrial";"Australia Virtual Herbarium";1998
"Australia";"Salix reichardtii";5583586;"terrestrial";"Australia Virtual Herbarium";1994
"Australia";"Minuartia mediterranea";5587011;"terrestrial";"Australia Virtual Herbarium";1912
"Australia";"Silene tridentata";5587890;"terrestrial";"Australia Virtual Herbarium";1986
"Australia";"Coleonema pulchellum";5594397;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Schenkia clementii";5595256;"terrestrial";"Australia Virtual Herbarium";1878
"Australia";"Schenkia australis";5595259;"terrestrial";"Australia Virtual Herbarium";1898
"Australia";"Canna orchiodes";5602660;"terrestrial";"Australia Virtual Herbarium";1973
"Australia";"Canna generalis";5602664;"terrestrial";"Australia Virtual Herbarium";1976
"Australia";"Canna x generalis";5602664;"terrestrial";"Australia Virtual Herbarium";1976
"Australia";"Canna x generalis L.H.Bailey (hybrid of";5602664;"terrestrial";"Australia Virtual Herbarium";1976
"Australia";"Gmelina elliptica";5607694;"terrestrial";"Australia Virtual Herbarium";1971
"Australia";"Jacksonia reclinata";5611172;"terrestrial";"Australia Virtual Herbarium";1972
"Australia";"Jacksonia remota";5611177;"terrestrial";"Australia Virtual Herbarium";1980
"Australia";"Jacksonia quinkanensis";5612701;"terrestrial";"Australia Virtual Herbarium";1953
"Australia";"Jacksonia pendens";5612713;"terrestrial";"Australia Virtual Herbarium";1948
"Australia";"Marsilea mutica";5613347;"terrestrial";"Australia Virtual Herbarium";1983
"Australia";"Pteris umbrosa";5614384;"terrestrial";"Australia Virtual Herbarium";2004
"Australia";"Adonis microcarpa";5616463;"terrestrial";"Australia Virtual Herbarium";1905
"Australia";"Plagianthus squamatus";5618455;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Lawrencia spicata";5618457;"terrestrial";"Australia Virtual Herbarium";1981
"Australia";"Opuntia elatior";5620016;"terrestrial";"Australia Virtual Herbarium";1963
"Australia";"Opuntia schickendantzii";5624915;"terrestrial";"Australia Virtual Herbarium";1993
"Australia";"Lessertia frutescens";5633333;"terrestrial";"Australia Virtual Herbarium";1872
"Australia";"Banksia canei";5636359;"terrestrial";"Australia Virtual Herbarium";1982
"Australia";"Athertonia diversifolia";5636603;"terrestrial";"Australia Virtual Herbarium";2003
"Australia";"Banksia violacea";5637092;"terrestrial";"Australia Virtual Herbarium";1993
"Australia";"Muellerina eucalyptoides";5640258;"terrestrial";"Australia Virtual Herbarium";1968
"Australia";"Pyrrosia longifolia";5648066;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Cordia sinensis";5660676;"terrestrial";"Australia Virtual Herbarium";1982
"Australia";"Myosotis australis";5661531;"terrestrial";"Australia Virtual Herbarium";1903
"Australia";"Viola banksii";5665311;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Glandularia aristigera";5667614;"terrestrial";"Australia Virtual Herbarium";1913
"Australia";"Aira cupaniana";5673288;"terrestrial";"Australia Virtual Herbarium";1881
"Australia";"Paspalidium jubiflorum";5673911;"terrestrial";"Australia Virtual Herbarium";2004
"Australia";"Setaria incrassata";5673948;"terrestrial";"Australia Virtual Herbarium";1975
"Australia";"Setaria pumila";5673972;"terrestrial";"Australia Virtual Herbarium";1853
"Australia";"Nassella hyalina";5674047;"terrestrial";"Australia Virtual Herbarium";1951
"Australia";"Stipa hyalina";5674047;"terrestrial";"Australia Virtual Herbarium";1951
"Australia";"Paspalidium globoideum";5674049;"terrestrial";"Australia Virtual Herbarium";2004
"Australia";"Nassella charruana";5674177;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Setaria dielsii";5674218;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Paspalidium constrictum";5674260;"terrestrial";"Australia Virtual Herbarium";2004
"Australia";"Vulpia fasciculata";5674542;"terrestrial";"Australia Virtual Herbarium";1956
"Australia";"Cynodon incompletus";5674825;"terrestrial";"Australia Virtual Herbarium";1908
"Australia";"Tribolium uniolae";5674855;"terrestrial";"Australia Virtual Herbarium";1887
"Australia";"Tribolium obliterum";5674859;"terrestrial";"Australia Virtual Herbarium";1912
"Australia";"Tribolium acutiflorum";5674866;"terrestrial";"Australia Virtual Herbarium";1915
"Australia";"Digitaria ternata";5675188;"terrestrial";"Australia Virtual Herbarium";1950
"Australia";"Digitaria diffusa";5676040;"terrestrial";"Australia Virtual Herbarium";1964
"Australia";"Digitaria aequiglumis";5676646;"terrestrial";"Australia Virtual Herbarium";1905
"Australia";"Cynodon radiatus";5677401;"terrestrial";"Australia Virtual Herbarium";2003
"Australia";"Psilurus incurvus";5679484;"terrestrial";"Australia Virtual Herbarium";1939
"Australia";"Billardiera fusiformis";5680555;"terrestrial";"Australia Virtual Herbarium";1991
"Australia";"Billardiera heterophylla";5680555;"terrestrial";"Australia Virtual Herbarium";1991
"Australia";"Erica discolor";5681875;"terrestrial";"Australia Virtual Herbarium";2003
"Australia";"Crassula alata";5688378;"terrestrial";"Australia Virtual Herbarium";1976
"Australia";"Bryophyllum x houghtonii";5689628;"terrestrial";"Australia Virtual Herbarium";1965
"Australia";"Crassula spathulata";5689965;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Taraxacum squamulosum";5695212;"terrestrial";"Australia Virtual Herbarium";1949
"Australia";"Nasturtium officinale";5708806;"terrestrial";"Australia Virtual Herbarium";1851
"Australia";"Schoenoplectiella lineolata";5827388;"terrestrial";"Australia Virtual Herbarium";1899
"Australia";"Schoenoplectiella mucronata";5827389;"terrestrial";"Australia Virtual Herbarium";2005
"Australia";"Cenchrus americanus";5828197;"terrestrial";"Australia Virtual Herbarium";1964
"Australia";"Pennisetum glaucum";5828197;"terrestrial";"Australia Virtual Herbarium";1964
"Australia";"Cenchrus clandestinus";5828201;"terrestrial";"Australia Virtual Herbarium";1926
"Australia";"Pennisetum clandestinum";5828201;"terrestrial";"Australia Virtual Herbarium";1926
"Australia";"Cenchrus polystachios";5828207;"terrestrial";"Australia Virtual Herbarium";1961
"Australia";"Pennisetum polystachion";5828207;"terrestrial";"Australia Virtual Herbarium";1961
"Australia";"Cenchrus macrourus";5828219;"terrestrial";"Australia Virtual Herbarium";1885
"Australia";"Pennisetum macrourum";5828219;"terrestrial";"Australia Virtual Herbarium";1885
"Australia";"Cenchrus purpureus";5828220;"terrestrial";"Australia Virtual Herbarium";1930
"Australia";"Pennisetum purpureum";5828220;"terrestrial";"Australia Virtual Herbarium";1930
"Australia";"Cenchrus setiger";5828221;"terrestrial";"Australia Virtual Herbarium";1935
"Australia";"Cenchrus setaceus";5828232;"terrestrial";"Australia Virtual Herbarium";1930
"Australia";"Pennisetum setaceum";5828232;"terrestrial";"Australia Virtual Herbarium";1930
"Australia";"Cenchrus pedicellatus";5828233;"terrestrial";"Australia Virtual Herbarium";1897
"Australia";"Pennisetum pedicellatum";5828233;"terrestrial";"Australia Virtual Herbarium";1897
"Australia";"Fuchsia magellanica";5938224;"terrestrial";"Australia Virtual Herbarium";1963
"Australia";"Eryngium pandanifolium";6026300;"terrestrial";"Australia Virtual Herbarium";1913
"Australia";"Hydrocotyle hirta";6027020;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Daucus glochidiatus";6027313;"terrestrial";"Australia Virtual Herbarium";1846
"Australia";"Gymnocoronis spilanthoides";6063677;"terrestrial";"Australia Virtual Herbarium";1980
"Australia";"Pseudochaetochloa australiensis";6068805;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Amaranthus retroflexus";6109534;"terrestrial";"Australia Virtual Herbarium";1894
"Australia";"Trifolium hybridum";6109535;"terrestrial";"Australia Virtual Herbarium";1900
"Australia";"Amaranthus caudatus";6109611;"terrestrial";"Australia Virtual Herbarium";1906
"Australia";"Cynodon dactylon";6109637;"terrestrial";"Australia Virtual Herbarium";1874
"Australia";"Silene apetala";6363958;"terrestrial";"Australia Virtual Herbarium";1965
"Australia";"Silene nocturna";6364078;"terrestrial";"Australia Virtual Herbarium";1893
"Australia";"Centaurium tenuiflorum";6367342;"terrestrial";"Australia Virtual Herbarium";1863
"Australia";"Sambucus canadensis";6369819;"terrestrial";"Australia Virtual Herbarium";2000
"Australia";"Persicaria maculosa";6391194;"terrestrial";"Australia Virtual Herbarium";1907
"Australia";"Fallopia convolvulus";6391461;"terrestrial";"Australia Virtual Herbarium";1875
"Australia";"Salvia verbenaca";6409706;"terrestrial";"Australia Virtual Herbarium";1883
"Australia";"Leonurus japonicus";6410563;"terrestrial";"Australia Virtual Herbarium";1930
"Australia";"Gmelina philippensis";6410769;"terrestrial";"Australia Virtual Herbarium";1987
"Australia";"Juncus bufonius";6413649;"terrestrial";"Australia Virtual Herbarium";1890
"Australia";"Boehmeria argentea";6414892;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Pipturus argenteus";6414892;"terrestrial";"Australia Virtual Herbarium";1996
"Australia";"Hypericum tetrapterum";6436469;"terrestrial";"Australia Virtual Herbarium";1917
"Australia";"Tragopogon dubius";6443709;"terrestrial";"Australia Virtual Herbarium";1914
"Australia";"Cyanthillium cinereum";6445734;"terrestrial";"Australia Virtual Herbarium";1984
"Australia";"Melochia pyramidata";6686326;"terrestrial";"Australia Virtual Herbarium";1891
"Australia";"Rotala rotundifolia";7122825;"terrestrial";"Australia Virtual Herbarium";1974
"Australia";"Banksia integrifolia";7124338;"terrestrial";"Australia Virtual Herbarium";2002
"Australia";"Ulmus hollandica";7141604;"terrestrial";"Australia Virtual Herbarium";1972
"Australia";"Ulmus x hollandica";7141604;"terrestrial";"Australia Virtual Herbarium";1972
"Australia";"Ulmus x vegeta";7141604;"terrestrial";"Australia Virtual Herbarium";1972
"Australia";"Hypoestes floribunda";7264072;"terrestrial";"Australia Virtual Herbarium";2011
"Australia";"Hypoestes aristata";7264156;"terrestrial";"Australia Virtual Herbarium";1987
"Australia";"Lindsaea linearis";7265850;"terrestrial";"Australia Virtual Herbarium";1838
"Australia";"Correa reflexa";7269130;"terrestrial";"Australia Virtual Herbarium";2002
"Australia";"Cryptandra amara";7273650;"terrestrial";"Australia Virtual Herbarium";1997
"Australia";"Dillwynia rudis";7274839;"terrestrial";"Australia Virtual Herbarium";1960
"Australia";"Marsilea drummondii";7275825;"terrestrial";"Australia Virtual Herbarium";1968
"Australia";"Clematis glycinoides";7276639;"terrestrial";"Australia Virtual Herbarium";1957
"Australia";"Sida rohlenae";7278839;"terrestrial";"Australia Virtual Herbarium";1989
"Australia";"Opuntia elata";7280115;"terrestrial";"Australia Virtual Herbarium";1982
"Australia";"Harrisia tortuosa";7280999;"terrestrial";"Australia Virtual Herbarium";1982
"Australia";"Austrocylindropuntia subulata";7282135;"terrestrial";"Australia Virtual Herbarium";2005
"Australia";"Cylindropuntia tunicata";7282418;"terrestrial";"Australia Virtual Herbarium";1973
"Australia";"Cylindropuntia fulgida";7282673;"terrestrial";"Australia Virtual Herbarium";1995
"Australia";"Opuntia streptacantha";7283335;"terrestrial";"Australia Virtual Herbarium";1982
