"Region";"Species";"speciesKey";"Realm";"Source";"FirstRecord"
"United States";"Poecilia mexicana";8400492;"freshwater";"Simpson et al. (2018)";1963
"United States";"Aphis pomi";8411604;"terrestrial";"Simpson et al. (2018)";1844
"United States";"Gryllus assimilis";8455875;"terrestrial";"Simpson et al. (2018)";1958
"United States";"Promalactis suzukiella";8546322;"terrestrial";"Simpson et al. (2018)";2002
"United States";"Anolis equestris";8583926;"terrestrial";"Simpson et al. (2018)";1952
"United States";"Craspedacusta sowerbyi";8747301;"terrestrial";"Simpson et al. (2018)";1880
"United States";"Bulimulus bonariensis";8785060;"terrestrial";"Simpson et al. (2018)";2009
"United States";"Pollenia vagabunda";8824952;"terrestrial";"Simpson et al. (2018)";1958
"United States";"Euglossa dilemma";9167800;"terrestrial";"Simpson et al. (2018)";2000
"United States";"Podarcis siculus";9185677;"terrestrial";"Simpson et al. (2018)";1929
"United States";"Larra bicolor";9255084;"terrestrial";"Simpson et al. (2018)";1994
"United States";"Puccinia calcitrapae";9301097;"terrestrial";"Simpson et al. (2018)";1985
"United States";"Indotyphlops braminus";9357542;"terrestrial";"Simpson et al. (2018)";1983
"United States";"Notiophilus biguttatus";9364935;"terrestrial";"Simpson et al. (2018)";1984
"United States";"Etainia sericopeza";9400895;"terrestrial";"Simpson et al. (2018)";1930
"United States";"Agrilus smaragdifrons";9456300;"terrestrial";"Simpson et al. (2018)";2015
"United States";"Poecilocrypticus formicophilus";9654361;"terrestrial";"Simpson et al. (2018)";1978
"United States";"Cipangopaludina chinensis";9738098;"freshwater";"Simpson et al. (2018)";1911
"Hawaiian Islands";"Ulus hirsutus";9745105;"terrestrial";"Simpson et al. (2018)";1982
"United States";"Aceria genistae";9766765;"terrestrial";"Simpson et al. (2018)";2005
"United States";"Fenusa pusilla";9776935;"terrestrial";"Simpson et al. (2018)";1862
"United States";"Tuberolachnus salignus";9781593;"terrestrial";"Simpson et al. (2018)";1872
"United States";"Capitophorus hippophaes";9806721;"terrestrial";"Simpson et al. (2018)";1895
"United States";"Belocaulus angustipes";9807546;"terrestrial";"Simpson et al. (2018)";1960
"United States";"Xeroplexa intersecta";9890104;"terrestrial";"Simpson et al. (2018)";1985
"United States";"Caloptilia triadicae";9942354;"terrestrial";"Simpson et al. (2018)";2004
"United States";"Tetramorium immigrans";10114596;"terrestrial";"Simpson et al. (2018)";1900
"United States";"Rhopalomyzus lonicerae";10402592;"terrestrial";"Simpson et al. (2018)";1912
"United States";"Dielis dorsata";10587586;"terrestrial";"Simpson et al. (2018)";1930
"United States";"Autosticha kyotensis";10594478;"terrestrial";"Simpson et al. (2018)";1970
"United Kingdom";"Scolytus pygmaeus";1189261;"terrestrial";"Smith et al. (2007)";2000
"United Kingdom";"Otiorhynchus crataegi";1194823;"terrestrial";"Smith et al. (2007)";1985
"United Kingdom";"Otiorhynchus armadillo";1195102;"terrestrial";"Smith et al. (2007)";1998
"United Kingdom";"Lixus scabricollis";1224109;"terrestrial";"Smith et al. (2007)";1992
"United Kingdom";"Dendroctonus micans";1228061;"terrestrial";"Smith et al. (2007)";1973
"United Kingdom";"Andricus grossulariae";1309606;"terrestrial";"Smith et al. (2007)";2000
"United Kingdom";"Aphelonyx cerricola";1309635;"terrestrial";"Smith et al. (2007)";1993
"United Kingdom";"Phytomyza hellebori";1551602;"terrestrial";"Smith et al. (2007)";1997
"United Kingdom";"Tephritis praecox";1623221;"terrestrial";"Smith et al. (2007)";2002
"United Kingdom";"Tephritis matricariae";1623245;"terrestrial";"Smith et al. (2007)";2000
"United Kingdom";"Cochylis molliculana";1741590;"terrestrial";"Smith et al. (2007)";1993
"United Kingdom";"Cameraria ohridella";1749449;"terrestrial";"Smith et al. (2007)";2002
"United Kingdom";"Phyllocnistis xenia";1749650;"terrestrial";"Smith et al. (2007)";1974
"United Kingdom";"Phyllonorycter platani";1749936;"terrestrial";"Smith et al. (2007)";1990
"United Kingdom";"Phyllonorycter leucographella";1750159;"terrestrial";"Smith et al. (2007)";1989
"United Kingdom";"Hecatera dysodea";1789076;"terrestrial";"Smith et al. (2007)";1997
"United Kingdom";"Clostera anachoreta";1822830;"terrestrial";"Smith et al. (2007)";1979
"United Kingdom";"Argyresthia trifasciata";1830271;"terrestrial";"Smith et al. (2007)";1982
"United Kingdom";"Gelechia senticetella";1850279;"terrestrial";"Smith et al. (2007)";1988
"United Kingdom";"Sciota adelphella";1873776;"terrestrial";"Smith et al. (2007)";1992
"United Kingdom";"Dioryctria sylvestrella";1877310;"terrestrial";"Smith et al. (2007)";1999
"United Kingdom";"Duponchelia fovealis";1879452;"terrestrial";"Smith et al. (2007)";1996
"United Kingdom";"Peribatodes secundaria";1957570;"terrestrial";"Smith et al. (2007)";1981
"United Kingdom";"Eupithecia ultimaria";1983528;"terrestrial";"Smith et al. (2007)";1989
"United Kingdom";"Iassus scutellaris";2042185;"terrestrial";"Smith et al. (2007)";1978
"United Kingdom";"Liorhyssus hyalinus";2050224;"terrestrial";"Smith et al. (2007)";1996
"United Kingdom";"Nezara viridula";2078852;"terrestrial";"Smith et al. (2007)";2003
"United Kingdom";"Stictopleurus punctatonervosus";4391843;"terrestrial";"Smith et al. (2007)";1998
"United Kingdom";"Stictopleurus abutilon";4391852;"terrestrial";"Smith et al. (2007)";1996
"United Kingdom";"Brachycarenus tigrinus";4391872;"terrestrial";"Smith et al. (2007)";2003
"United Kingdom";"Henosepilachna argus";4452268;"terrestrial";"Smith et al. (2007)";1997
"United Kingdom";"Chrysolina americana";4460066;"terrestrial";"Smith et al. (2007)";1994
"United Kingdom";"Otiorhynchus setosulus";4467541;"terrestrial";"Smith et al. (2007)";1992
"United Kingdom";"Nysius senecionis";4486367;"terrestrial";"Smith et al. (2007)";1992
"United Kingdom";"Orsillus depressus";4486382;"terrestrial";"Smith et al. (2007)";1987
"United Kingdom";"Tupiocoris rhododendri";4487799;"terrestrial";"Smith et al. (2007)";1971
"United Kingdom";"Hypseloecus visci";4488158;"terrestrial";"Smith et al. (2007)";2003
"United Kingdom";"Placochilus seladonicus";4488543;"terrestrial";"Smith et al. (2007)";1977
"United Kingdom";"Deraeocoris flavilinea";4488821;"terrestrial";"Smith et al. (2007)";1996
"United Kingdom";"Andricus lignicolus";4497054;"terrestrial";"Smith et al. (2007)";1972
"United Kingdom";"Ectoedemia sericopeza";4527213;"terrestrial";"Smith et al. (2007)";1975
"United Kingdom";"Ectoedemia erythrogenella";4527250;"terrestrial";"Smith et al. (2007)";1973
"United Kingdom";"Ectoedemia heringella";4527258;"terrestrial";"Smith et al. (2007)";2002
"United Kingdom";"Ectoedemia hannoverella";4527277;"terrestrial";"Smith et al. (2007)";2003
"United Kingdom";"Dioryctria schuetzeella";4531246;"terrestrial";"Smith et al. (2007)";1980
"United Kingdom";"Vasates quadripedes";4543837;"terrestrial";"Smith et al. (2007)";2002
"United Kingdom";"Boettgerilla pallens";4567717;"terrestrial";"Smith et al. (2007)";1972
"United Kingdom";"Contarinia quinquenotata";5082067;"terrestrial";"Smith et al. (2007)";1985
"United Kingdom";"Caloptilia rufipennella";5104781;"terrestrial";"Smith et al. (2007)";1970
"United Kingdom";"Thera cupressata";5148475;"terrestrial";"Smith et al. (2007)";1984
"United Kingdom";"Arge berberidis";6096907;"terrestrial";"Smith et al. (2007)";2000
"United Kingdom";"Otiorhynchus pseudonothus";7836477;"terrestrial";"Smith et al. (2007)";2000
"United Kingdom";"Bromus carinatus";2703712;"terrestrial";"Stace and Crawley (2015)";1919
"United Kingdom";"Festuca trachyphylla";2704949;"terrestrial";"Stace and Crawley (2015)";1825
"United Kingdom";"Triticum dicoccon";2706406;"terrestrial";"Stace and Crawley (2015)";1853
"United Kingdom";"Triticum durum";2706406;"terrestrial";"Stace and Crawley (2015)";1853
"United Kingdom";"Triticum polonicum";2706406;"terrestrial";"Stace and Crawley (2015)";1853
"United Kingdom";"Triticum turgidum";2706406;"terrestrial";"Stace and Crawley (2015)";1853
"United Kingdom";"Crocus flavus";2747737;"terrestrial";"Stace and Crawley (2015)";1848
"United Kingdom";"Crocosmia x crocosmiiflora";2747939;"terrestrial";"Stace and Crawley (2015)";1907
"United Kingdom";"Iris orientalis";2748312;"terrestrial";"Stace and Crawley (2015)";1915
"United Kingdom";"Lilium candidum";2753090;"terrestrial";"Stace and Crawley (2015)";1965
"United Kingdom";"Maianthemum bifolium";2769317;"terrestrial";"Stace and Crawley (2015)";1597
"United Kingdom";"Muscari neglectum";2772020;"terrestrial";"Stace and Crawley (2015)";1776
"United Kingdom";"Ornithogalum umbellatum";2773448;"terrestrial";"Stace and Crawley (2015)";1548
"United Kingdom";"Galanthus elwesii";2855398;"terrestrial";"Stace and Crawley (2015)";1957
"United Kingdom";"Galanthus woronowii";2855439;"terrestrial";"Stace and Crawley (2015)";1984
"United Kingdom";"Allium sphaerocephalon";2857616;"terrestrial";"Stace and Crawley (2015)";1836
"United Kingdom";"Passiflora caerulea";2874199;"terrestrial";"Stace and Crawley (2015)";1981
"United Kingdom";"Corylus colurna";2875968;"terrestrial";"Stace and Crawley (2015)";1995
"United Kingdom";"Valerianella eriocarpa";2888773;"terrestrial";"Stace and Crawley (2015)";1837
"United Kingdom";"Rumex scutatus";2888961;"terrestrial";"Stace and Crawley (2015)";1800
"United Kingdom";"Geranium x oxonianum";2890035;"terrestrial";"Stace and Crawley (2015)";1954
"United Kingdom";"Galium parisiense";2913169;"terrestrial";"Stace and Crawley (2015)";1690
"United Kingdom";"Nonea lutea";2926042;"terrestrial";"Stace and Crawley (2015)";1977
"United Kingdom";"Symphytum tuberosum";2926065;"terrestrial";"Stace and Crawley (2015)";1777
"United Kingdom";"Symphytum asperum x officinale";2926068;"terrestrial";"Stace and Crawley (2015)";1861
"United Kingdom";"Symphytum uplandicum";2926068;"terrestrial";"Stace and Crawley (2015)";1861
"United Kingdom";"Symphytum x uplandicum";2926068;"terrestrial";"Stace and Crawley (2015)";1861
"United Kingdom";"Cerinthe major";2926108;"terrestrial";"Stace and Crawley (2015)";1943
"United Kingdom";"Lamium maculatum";2926684;"terrestrial";"Stace and Crawley (2015)";1730
"United Kingdom";"Salvia pratensis";2927007;"terrestrial";"Stace and Crawley (2015)";1699
"United Kingdom";"Ajuga chamaepitys";2927080;"terrestrial";"Stace and Crawley (2015)";1551
"United Kingdom";"Lavandula angustifolia";2927305;"terrestrial";"Stace and Crawley (2015)";1973
"United Kingdom";"Lycopersicon racemigerum";2930137;"terrestrial";"Stace and Crawley (2015)";1798
"United Kingdom";"Solanum lycopersicum";2930137;"terrestrial";"Stace and Crawley (2015)";1798
"United Kingdom";"Solanum pseudocapsicum";2931104;"terrestrial";"Stace and Crawley (2015)";1997
"United Kingdom";"Lupinus x regalis";2964309;"terrestrial";"Stace and Crawley (2015)";1955
"United Kingdom";"Lupinus polyphyllus";2964355;"terrestrial";"Stace and Crawley (2015)";1900
"United Kingdom";"Lupinus pseudopolyphyllus";2964355;"terrestrial";"Stace and Crawley (2015)";1900
"United Kingdom";"Medicago polymorpha";2965531;"terrestrial";"Stace and Crawley (2015)";1662
"United Kingdom";"Medicago minima";2965572;"terrestrial";"Stace and Crawley (2015)";1660
"United Kingdom";"Melilotus officinalis";2971024;"terrestrial";"Stace and Crawley (2015)";1835
"United Kingdom";"Onobrychis viciifolia";2972595;"terrestrial";"Stace and Crawley (2015)";1597
"United Kingdom";"Vicia bithynica";2975309;"terrestrial";"Stace and Crawley (2015)";1778
"United Kingdom";"Ribes rubrum";2986097;"terrestrial";"Stace and Crawley (2015)";1568
"United Kingdom";"Ribes sativum";2986097;"terrestrial";"Stace and Crawley (2015)";1568
"United Kingdom";"Filipendula x purpurea";2987983;"terrestrial";"Stace and Crawley (2015)";2000
"United Kingdom";"Aremonia agrimonioides";2988625;"terrestrial";"Stace and Crawley (2015)";1852
"United Kingdom";"Rubus canadensis";2991408;"terrestrial";"Stace and Crawley (2015)";1961
"United Kingdom";"Rubus laciniatus";2992543;"terrestrial";"Stace and Crawley (2015)";1908
"United Kingdom";"Rubus elegantispinosus";2994335;"terrestrial";"Stace and Crawley (2015)";1971
"United Kingdom";"Rubus armeniacus";2996525;"terrestrial";"Stace and Crawley (2015)";1895
"United Kingdom";"Chaenomeles japonica";3000610;"terrestrial";"Stace and Crawley (2015)";1988
"United Kingdom";"Chaenomeles x superba";3000610;"terrestrial";"Stace and Crawley (2015)";1988
"United Kingdom";"Malus hupehensis";3001077;"terrestrial";"Stace and Crawley (2015)";1975
"United Kingdom";"Malus x purpurea";3001270;"terrestrial";"Stace and Crawley (2015)";1982
"United Kingdom";"Malus baccata";3001362;"terrestrial";"Stace and Crawley (2015)";1981
"United Kingdom";"Sorbus domestica";3013215;"terrestrial";"Stace and Crawley (2015)";1677
"United Kingdom";"Ranunculus sardous";3033483;"terrestrial";"Stace and Crawley (2015)";1663
"United Kingdom";"Myosurus minimus";3033605;"terrestrial";"Stace and Crawley (2015)";1597
"United Kingdom";"Berberis vulgaris";3033894;"terrestrial";"Stace and Crawley (2015)";1597
"United Kingdom";"Turgenia latifolia";3034778;"terrestrial";"Stace and Crawley (2015)";1660
"United Kingdom";"Populus balsamifera";3040184;"terrestrial";"Stace and Crawley (2015)";1977
"United Kingdom";"Populus trichocarpa";3040184;"terrestrial";"Stace and Crawley (2015)";1977
"United Kingdom";"Populus x hastata";3040184;"terrestrial";"Stace and Crawley (2015)";1977
"United Kingdom";"Populus x canescens";3040185;"terrestrial";"Stace and Crawley (2015)";1700
"United Kingdom";"Populus balsamifera x deltoides";3040241;"terrestrial";"Stace and Crawley (2015)";1876
"United Kingdom";"Populus deltoides x trichocarpa";3040241;"terrestrial";"Stace and Crawley (2015)";1876
"United Kingdom";"Populus x generosa";3040241;"terrestrial";"Stace and Crawley (2015)";1876
"United Kingdom";"Populus x jackii";3040241;"terrestrial";"Stace and Crawley (2015)";1876
"United Kingdom";"Reseda lutea";3040252;"terrestrial";"Stace and Crawley (2015)";1597
"United Kingdom";"Brassica juncea";3042751;"terrestrial";"Stace and Crawley (2015)";1876
"United Kingdom";"Brassica oleracea";3042845;"terrestrial";"Stace and Crawley (2015)";1548
"United Kingdom";"Sisymbrium irio";3046851;"terrestrial";"Stace and Crawley (2015)";1650
"United Kingdom";"Euphorbia stricta";3070024;"terrestrial";"Stace and Crawley (2015)";1773
"United Kingdom";"Paeonia officinalis";3083488;"terrestrial";"Stace and Crawley (2015)";1650
"United Kingdom";"Polycarpon tetraphyllum";3085381;"terrestrial";"Stace and Crawley (2015)";1774
"United Kingdom";"Petrorhagia prolifera";3085619;"terrestrial";"Stace and Crawley (2015)";1650
"United Kingdom";"Tripleurospermum maritimum";3104173;"terrestrial";"Stace and Crawley (2015)";1963
"United Kingdom";"Carduus acanthoides";3114643;"terrestrial";"Stace and Crawley (2015)";1908
"United Kingdom";"Filago lutescens";3115897;"terrestrial";"Stace and Crawley (2015)";1846
"United Kingdom";"Tanacetum vulgare";3118274;"terrestrial";"Stace and Crawley (2015)";1597
"United Kingdom";"Achillea nobilis";3120024;"terrestrial";"Stace and Crawley (2015)";1896
"United Kingdom";"Artemisia campestris";3121461;"terrestrial";"Stace and Crawley (2015)";1865
"United Kingdom";"Anthemis cupaniana";3122565;"terrestrial";"Stace and Crawley (2015)";1923
"United Kingdom";"Centaurea jacea";3128547;"terrestrial";"Stace and Crawley (2015)";1775
"United Kingdom";"Centaurea pannonica";3128547;"terrestrial";"Stace and Crawley (2015)";1775
"United Kingdom";"Centaurea debeauxii";3128789;"terrestrial";"Stace and Crawley (2015)";1928
"United Kingdom";"Helichrysum luteoalbum";3131229;"terrestrial";"Stace and Crawley (2015)";1690
"United Kingdom";"Laphangium luteoalbum";3131229;"terrestrial";"Stace and Crawley (2015)";1690
"United Kingdom";"Homogyne alpina";3133692;"terrestrial";"Stace and Crawley (2015)";1814
"United Kingdom";"Coreopsis tinctoria";3133950;"terrestrial";"Stace and Crawley (2015)";1905
"United Kingdom";"Hieracium amplexicaule";3136320;"terrestrial";"Stace and Crawley (2015)";1820
"United Kingdom";"Conyza bilbaoana";3147018;"terrestrial";"Stace and Crawley (2015)";1977
"United Kingdom";"Erigeron floribundus";3147018;"terrestrial";"Stace and Crawley (2015)";1977
"United Kingdom";"Erigeron speciosus";3147146;"terrestrial";"Stace and Crawley (2015)";1928
"United Kingdom";"Althaea hirsuta";3152521;"terrestrial";"Stace and Crawley (2015)";1792
"United Kingdom";"Malva setigera";3152521;"terrestrial";"Stace and Crawley (2015)";1792
"United Kingdom";"Platanus orientalis";3152816;"terrestrial";"Stace and Crawley (2015)";1987
"United Kingdom";"Liriodendron tulipifera";3152861;"terrestrial";"Stace and Crawley (2015)";1933
