"";"speciesKey";"scientificName";"matchType";"Orig_name";"nRecords"
"31838";"3665147";"Oenothera sinuosa W.L.Wagner & Hoch";"EXACT";"Oenothera sinuosa W.L.Wagner & Hoch";0
"31839";"3665143";"Oenothera slovaca V.Jehlik & Rostański";"EXACT";"Oenothera slovaca V.Jehlik & Rostański";0
"31840";"3188883";"Oenothera spachiana Torr. & A.Gray";"EXACT";"Oenothera spachiana Torr. & A.Gray";0
"31841";"3188859";"Oenothera speciosa Nutt.";"EXACT";"Oenothera speciosa Nutt.";0
"31842";"3188859";"Oenothera speciosa f. speciosa";"EXACT";"Oenothera speciosa f. speciosa";0
"31843";"3188830";"Oenothera stricta Link";"EXACT";"Oenothera stricta Link";0
"31844";"3188830";"Oenothera stricta subsp. stricta";"EXACT";"Oenothera stricta subsp. stricta";0
"31845";"3664762";"Oenothera stucchii Soldano";"EXACT";"Oenothera stucchii Soldano";0
"31846";"8302634";"Oenothera suaveolens Pers.";"EXACT";"Oenothera suaveolens Pers.";0
"31847";"3664677";"Oenothera subterminalis R.R.Gates";"EXACT";"Oenothera subterminalis R.R.Gates";0
"31848";"3664650";"Oenothera suffrutescens (Ser.) W.L.Wagner & Hoch";"EXACT";"Oenothera suffrutescens (Ser.) W.L.Wagner & Hoch";0
"31849";"3188815";"Oenothera tetraptera Cav.";"EXACT";"Oenothera tetraptera Cav.";0
"31850";"3188906";"Oenothera triloba Nutt.";"EXACT";"Oenothera triloba Nutt.";0
"31851";"8302579";"Oenothera velutina Renner";"EXACT";"Oenothera velutina Renner";0
"31852";"7322143";"Oenothera victorinii R.R.Gates & Catches.";"EXACT";"Oenothera victorinii R.R.Gates & Catches.";0
"31853";"3188896";"Oenothera villosa Thunb.";"EXACT";"Oenothera villosa Thunb.";0
"31854";"3188896";"Oenothera villosa subsp. strigosa (Rydb.) W.Dietr. & P.H.Raven";"EXACT";"Oenothera villosa subsp. strigosa (Rydb.) W.Dietr. & P.H.Raven";0
"31855";"3188896";"Oenothera villosa subsp. villosa";"EXACT";"Oenothera villosa subsp. villosa";0
"31856";"3667774";"Oenothera wienii Renner ex Rostański";"EXACT";"Oenothera wienii Renner ex Rostański";0
"31857";"3667721";"Oenothera wratislaviensis Rostański";"EXACT";"Oenothera wratislaviensis Rostański";0
"31858";"3667696";"Oenothera xenogaura W.L.Wagner & Hoch";"EXACT";"Oenothera xenogaura W.L.Wagner & Hoch";0
"31859";"5600551";"Osbeckia octandra DC.";"EXACT";"Osbeckia octandra DC.";0
"31860";"3863056";"Ossaea marginata Triana";"EXACT";"Ossaea marginata Triana";0
"31861";"3188629";"Oxyspora paniculata DC.";"EXACT";"Oxyspora paniculata DC.";0
"31862";"3188706";"Pemphis acidula J.R.Forst. & G.Forst.";"EXACT";"Pemphis acidula J.R.Forst. & G.Forst.";0
"31863";"3186061";"Pimenta dioica (L.) Merr.";"EXACT";"Pimenta dioica (L.) Merr.";0
"31864";"3186096";"Pimenta racemosa (Mill.) J.W.Moore";"EXACT";"Pimenta racemosa (Mill.) J.W.Moore";0
"31865";"5601511";"Pleroma elegans Gardner";"EXACT";"Pleroma elegans Gardner";0
"31866";"5601452";"Pleroma granulosum (Desr.) D.Don";"EXACT";"Pleroma granulosum (Desr.) D.Don";0
"31867";"7524822";"Pleroma heteromalla D.Don";"EXACT";"Pleroma heteromalla D.Don";0
"31868";"5601379";"Pleroma mutabile Triana";"EXACT";"Pleroma mutabile Triana";0
"31869";"5601358";"Pleroma paratropicum Griseb.";"EXACT";"Pleroma paratropicum Griseb.";0
"31870";"5601255";"Pleroma vimineum D.Don";"EXACT";"Pleroma vimineum D.Don";0
"31871";"5415571";"Plinia cauliflora (Mart.) Kausel";"EXACT";"Plinia cauliflora (Mart.) Kausel";0
"31872";"3186783";"Pseudanamomis umbellulifera (Kunth) Kausel";"EXACT";"Pseudanamomis umbellulifera (Kunth) Kausel";0
"31873";"5420641";"Psidium cattleianum Sabine";"EXACT";"Psidium cattleianum Sabine";0
"31874";"5420358";"Psidium friedrichsthalianum Nied.";"EXACT";"Psidium friedrichsthalianum Nied.";0
"31875";"5420380";"Psidium guajava L.";"EXACT";"Psidium guajava L.";0
"31876";"5420509";"Psidium guineense Sw.";"EXACT";"Psidium guineense Sw.";0
"31877";"5420336";"Psidium sartorianum Nied.";"EXACT";"Psidium sartorianum Nied.";0
"31878";"5420897";"Pterolepis glomerata Miq.";"EXACT";"Pterolepis glomerata Miq.";0
"31879";"5420901";"Punica granatum L.";"EXACT";"Punica granatum L.";0
"31880";"6370198";"Rhexia virginica L.";"EXACT";"Rhexia virginica L.";0
"31881";"3179993";"Rhodomyrtus psidioides Benth.";"EXACT";"Rhodomyrtus psidioides Benth.";0
"31882";"3179997";"Rhodomyrtus tomentosa (Aiton) Hassk.";"EXACT";"Rhodomyrtus tomentosa (Aiton) Hassk.";0
"31883";"7286283";"Rotala densiflora Koehne";"EXACT";"Rotala densiflora Koehne";0
"31884";"3989497";"Rotala filiformis Hiern";"EXACT";"Rotala filiformis Hiern";0
"31885";"3188674";"Rotala indica Koehne";"EXACT";"Rotala indica Koehne";0
"31886";"7286190";"Rotala mexicana Cham. & Schltdl.";"EXACT";"Rotala mexicana Cham. & Schltdl.";0
"31887";"7727923";"Rotala ramosior Koehne";"EXACT";"Rotala ramosior Koehne";0
"31888";"7482453";"Rotala rosea (Poir.) C.D.K.Cook";"EXACT";"Rotala rosea (Poir.) C.D.K.Cook";0
"31889";"7122825";"Rotala rotundifolia (Roxb.) Koehne";"EXACT";"Rotala rotundifolia (Roxb.) Koehne";0
"31890";"3176076";"Sannantha virgata (J.R.Forst. & G.Forst.) Peter G.Wilson";"EXACT";"Sannantha virgata (J.R.Forst. & G.Forst.) Peter G.Wilson";0
"31891";"5635615";"Sonneratia apetala Buch.-Ham.";"EXACT";"Sonneratia apetala Buch.-Ham.";0
"31892";"3185932";"Syncarpia glomulifera (Sm.) Nied.";"EXACT";"Syncarpia glomulifera (Sm.) Nied.";0
"31893";"3183335";"Syzygium aqueum Alston";"EXACT";"Syzygium aqueum Alston";0
"31894";"3183002";"Syzygium aromaticum (L.) Merr. & L.M.Perry";"EXACT";"Syzygium aromaticum (L.) Merr. & L.M.Perry";0
"31895";"3183840";"Syzygium cumini (L.) Skeels";"EXACT";"Syzygium cumini (L.) Skeels";0
"31896";"3183940";"Syzygium eucalyptoides (F.Muell.) B.Hyland";"EXACT";"Syzygium eucalyptoides (F.Muell.) B.Hyland";0
"31897";"3182989";"Syzygium floribundum F.Muell.";"EXACT";"Syzygium floribundum F.Muell.";0
"31898";"3182351";"Syzygium fruticosum DC.";"EXACT";"Syzygium fruticosum DC.";0
"31899";"7370452";"Syzygium grande (Wight) N.P.Balakr.";"EXACT";"Syzygium grande (Wight) N.P.Balakr.";0
"31900";"3182435";"Syzygium ingens (C.Moore) Craven & Biffin";"EXACT";"Syzygium ingens (C.Moore) Craven & Biffin";0
"31901";"3183534";"Syzygium jambos (L.) Alston";"EXACT";"Syzygium jambos (L.) Alston";0
"31902";"3184509";"Syzygium malaccense (L.) Merr. & L.M.Perry";"EXACT";"Syzygium malaccense (L.) Merr. & L.M.Perry";0
"31903";"3184115";"Syzygium nervosum DC.";"EXACT";"Syzygium nervosum DC.";0
"31904";"3184083";"Syzygium neurocalyx (A.Gray) Christoph.";"EXACT";"Syzygium neurocalyx (A.Gray) Christoph.";0
"31905";"3182729";"Syzygium oleosum (F.Muell.) B.Hyland";"EXACT";"Syzygium oleosum (F.Muell.) B.Hyland";0
"31906";"3184108";"Syzygium paniculatum Gaertn.";"EXACT";"Syzygium paniculatum Gaertn.";0
"31907";"3183180";"Syzygium samarangense (Blume) Merr. & L.M.Perry";"EXACT";"Syzygium samarangense (Blume) Merr. & L.M.Perry";0
"31908";"3184410";"Syzygium smithii Nied.";"EXACT";"Syzygium smithii Nied.";0
"31909";"3182423";"Syzygium syzygioides (Miq.) Merr. & L.M.Perry";"EXACT";"Syzygium syzygioides (Miq.) Merr. & L.M.Perry";0
"31910";"3185923";"Taxandria juniperina (Schauer) J.R.Wheeler & N.G.Marchant";"EXACT";"Taxandria juniperina (Schauer) J.R.Wheeler & N.G.Marchant";0
"31911";"3185906";"Taxandria marginata (Labill.) J.R.Wheeler & N.G.Marchant";"EXACT";"Taxandria marginata (Labill.) J.R.Wheeler & N.G.Marchant";0
"31912";"3185915";"Taxandria parviceps (Schauer) J.R.Wheeler & N.G.Marchant";"EXACT";"Taxandria parviceps (Schauer) J.R.Wheeler & N.G.Marchant";0
"31913";"3699548";"Terminalia arjuna (Roxb. ex DC.) Wight & Arn.";"EXACT";"Terminalia arjuna (Roxb. ex DC.) Wight & Arn.";0
"31914";"3189390";"Terminalia bellirica (Gaertn.) Roxb.";"EXACT";"Terminalia bellirica (Gaertn.) Roxb.";0
"31915";"7327104";"Terminalia bentzoe (L.) L.fil.";"EXACT";"Terminalia bentzoe (L.) L.fil.";0
"31916";"3698958";"Terminalia buceras Wright";"EXACT";"Terminalia buceras Wright";0
"31917";"3698894";"Terminalia calamansanay Rolfe";"EXACT";"Terminalia calamansanay Rolfe";0
"31918";"3189394";"Terminalia catappa L.";"EXACT";"Terminalia catappa L.";0
"31919";"3189388";"Terminalia chebula Retz.";"EXACT";"Terminalia chebula Retz.";0
"31920";"3189389";"Terminalia ivorensis A.Chev.";"EXACT";"Terminalia ivorensis A.Chev.";0
"31921";"3699826";"Terminalia melanocarpa F.Muell.";"EXACT";"Terminalia melanocarpa F.Muell.";0
"31922";"3189395";"Terminalia muelleri Benth.";"EXACT";"Terminalia muelleri Benth.";0
"31923";"3189391";"Terminalia myriocarpa Van Heurck & Müll.Arg.";"EXACT";"Terminalia myriocarpa Van Heurck & Müll.Arg.";0
"31924";"3699469";"Terminalia neotaliala Capuron";"EXACT";"Terminalia neotaliala Capuron";0
"31925";"3189396";"Terminalia oblonga Steud.";"EXACT";"Terminalia oblonga Steud.";0
"31926";"3699181";"Terminalia oliveri Brandis";"EXACT";"Terminalia oliveri Brandis";0
"31927";"7327045";"Terminalia porphyrocarpa F.Muell. ex Benth.";"EXACT";"Terminalia porphyrocarpa F.Muell. ex Benth.";0
"31928";"3699769";"Terminalia sericea Burch. ex DC.";"EXACT";"Terminalia sericea Burch. ex DC.";0
"31929";"3189393";"Terminalia superba Engl. & Diels";"EXACT";"Terminalia superba Engl. & Diels";0
"31930";"5545064";"Tetrapteron graciliflorum (Hook. & Arn.) W.L.Wagner & Hoch";"EXACT";"Tetrapteron graciliflorum (Hook. & Arn.) W.L.Wagner & Hoch";0
"31931";"3177557";"Thryptomene calycina (Lindl.) Stapf";"EXACT";"Thryptomene calycina (Lindl.) Stapf";0
"31932";"3188518";"Tibouchina herbacea (DC.) Cogn.";"EXACT";"Tibouchina herbacea (DC.) Cogn.";0
"31933";"8344091";"Tibouchina longifolia (Vahl) Baill. ex Cogn.";"EXACT";"Tibouchina longifolia (Vahl) Baill. ex Cogn.";0
"31934";"3188519";"Tibouchina urvilleana Cogn.";"EXACT";"Tibouchina urvilleana Cogn.";0
"31935";"3871134";"Tococa platyphylla Benth.";"EXACT";"Tococa platyphylla Benth.";0
"31936";"3188757";"Trapa natans L.";"EXACT";"Trapa natans L.";0
"31937";"3188556";"Trembleya phlogiformis DC.";"EXACT";"Trembleya phlogiformis DC.";0
"31938";"3188062";"Tristaniopsis laurina (Sm.) Peter G.Wilson & J.T.Waterh.";"EXACT";"Tristaniopsis laurina (Sm.) Peter G.Wilson & J.T.Waterh.";0
"31939";"3867175";"Tristemma mauritianum J.F.Gmel.";"EXACT";"Tristemma mauritianum J.F.Gmel.";0
"31940";"3185043";"Ugni molinae Turcz.";"EXACT";"Ugni molinae Turcz.";0
"31941";"5420150";"Verticordia brownii DC.";"EXACT";"Verticordia brownii DC.";0
"31942";"5420184";"Verticordia densiflora Lindl.";"EXACT";"Verticordia densiflora Lindl.";0
"31943";"5420113";"Verticordia monadelpha Turcz.";"EXACT";"Verticordia monadelpha Turcz.";0
"31944";"3986548";"Cabomba aquatica Aubl.";"EXACT";"Cabomba aquatica Aubl.";0
"31945";"2882443";"Cabomba caroliniana A.Gray";"EXACT";"Cabomba caroliniana A.Gray";0
"31946";"4925544";"Cabomba furcata Schult. & Schult.f.";"EXACT";"Cabomba furcata Schult. & Schult.f.";0
"31947";"2882444";"Cabomba haynesii Wiersema";"EXACT";"Cabomba haynesii Wiersema";0
"31948";"3986532";"Cabomba palaeformis Fassett";"EXACT";"Cabomba palaeformis Fassett";0
"31949";"7544169";"Cabomba paliformis Fassett";"EXACT";"Cabomba paliformis Fassett";0
"31950";"6434985";"Nuphar advena Ait.";"EXACT";"Nuphar advena Ait.";0
"31951";"6135900";"Nuphar japonicum DC.";"EXACT";"Nuphar japonicum DC.";0
"31952";"7551339";"Nuphar lutea Sibth. & Sm.";"EXACT";"Nuphar lutea Sibth. & Sm.";0
"31953";"6435002";"Nuphar pumila (Timm) DC.";"EXACT";"Nuphar pumila (Timm) DC.";0
"31954";"3697714";"Nuphar rubrodisca Morong";"EXACT";"Nuphar rubrodisca Morong";0
"31955";"2882437";"Nymphaea alba L.";"EXACT";"Nymphaea alba L.";0
"31956";"2882437";"Nymphaea alba f. rosea Mela";"EXACT";"Nymphaea alba f. rosea Mela";0
"31957";"3697615";"Nymphaea candida J.Presl & C.Presl";"EXACT";"Nymphaea candida J.Presl & C.Presl";0
"31958";"7797006";"Nymphaea daubeniana hort. ex O.Thomas.";"EXACT";"Nymphaea daubeniana hort. ex O.Thomas.";0
"31959";"2882438";"Nymphaea daubenyana W.T.Baxter ex Daubeny";"EXACT";"Nymphaea daubenyana W.T.Baxter ex Daubeny";0
"31960";"2882415";"Nymphaea elegans Hook.";"EXACT";"Nymphaea elegans Hook.";0
"31961";"7326918";"Nymphaea gigantea Hook.";"EXACT";"Nymphaea gigantea Hook.";0
"31962";"2882430";"Nymphaea jamesoniana Planch.";"EXACT";"Nymphaea jamesoniana Planch.";0
"31963";"8287165";"Nymphaea kimberleyensis (S.W.L.Jacobs) S.W.L.Jacobs & Hellq.";"EXACT";"Nymphaea kimberleyensis (S.W.L.Jacobs) S.W.L.Jacobs & Hellq.";0
"31964";"2882429";"Nymphaea lotus L.";"EXACT";"Nymphaea lotus L.";0
"31965";"7802465";"Nymphaea marliacea Hort.Latour-Marliac";"EXACT";"Nymphaea marliacea Hort.Latour-Marliac";0
"31966";"2882420";"Nymphaea mexicana Zucc.";"EXACT";"Nymphaea mexicana Zucc.";0
"31967";"7326947";"Nymphaea nouchali Burm.f.";"EXACT";"Nymphaea nouchali Burm.f.";0
"31968";"7326947";"Nymphaea nouchali var. caerulea (Savigny) Verdc.";"EXACT";"Nymphaea nouchali var. caerulea (Savigny) Verdc.";0
"31969";"2882412";"Nymphaea odorata Aiton";"EXACT";"Nymphaea odorata Aiton";0
"31970";"2882412";"Nymphaea odorata subsp. odorata";"EXACT";"Nymphaea odorata subsp. odorata";0
"31971";"2882412";"Nymphaea odorata subsp. tuberosa (Paine) Wiersema & Hellq.";"EXACT";"Nymphaea odorata subsp. tuberosa (Paine) Wiersema & Hellq.";0
"31972";"8283373";"Nymphaea ×omarana Bisset";"EXACT";"Nymphaea ×omarana Bisset";0
"31973";"7365664";"Nymphaea rubra Roxb. ex Andrews";"EXACT";"Nymphaea rubra Roxb. ex Andrews";0
"31974";"2882439";"Nymphaea thiona D.B.Ward";"EXACT";"Nymphaea thiona D.B.Ward";0
"31975";"5553148";"Victoria amazonica Sowerby";"EXACT";"Victoria amazonica Sowerby";0
"31976";"7440887";"Victoria cruziana Orbign.";"EXACT";"Victoria cruziana Orbign.";0
"31977";"5651082";"Aristotelia chilensis Stuntz";"EXACT";"Aristotelia chilensis Stuntz";0
"31978";"2891640";"Averrhoa bilimbi L.";"EXACT";"Averrhoa bilimbi L.";0
"31979";"2891641";"Averrhoa carambola L.";"EXACT";"Averrhoa carambola L.";0
"31980";"7333821";"Bauera rubioides Andrews";"EXACT";"Bauera rubioides Andrews";0
"31981";"7786215";"Bauera sessiliflora F.Muell.";"EXACT";"Bauera sessiliflora F.Muell.";0
"31982";"3628231";"Biophytum sensitivum (L.) DC.";"EXACT";"Biophytum sensitivum (L.) DC.";0
"31983";"3628150";"Biophytum umbraculum Welw.";"EXACT";"Biophytum umbraculum Welw.";0
"31984";"7333874";"Callicoma serratifolia Andrews";"EXACT";"Callicoma serratifolia Andrews";0
"31985";"5576485";"Cephalotus follicularis Labill.";"EXACT";"Cephalotus follicularis Labill.";0
"31986";"7333850";"Ceratopetalum apetalum D.Don";"EXACT";"Ceratopetalum apetalum D.Don";0
"31987";"3613488";"Ceratopetalum gummiferum Sm.";"EXACT";"Ceratopetalum gummiferum Sm.";0
"31988";"7426040";"Elaeocarpus angustifolius Blume";"EXACT";"Elaeocarpus angustifolius Blume";0
"31989";"4031633";"Elaeocarpus argenteus Merr.";"EXACT";"Elaeocarpus argenteus Merr.";0
"31990";"7290985";"Elaeocarpus floribundus Blume";"EXACT";"Elaeocarpus floribundus Blume";0
"31991";"7290944";"Elaeocarpus reticulatus Sm.";"EXACT";"Elaeocarpus reticulatus Sm.";0
"31992";"7291073";"Elaeocarpus serratus L.f.";"EXACT";"Elaeocarpus serratus L.f.";0
"31993";"8211958";"Oxalis acetosella L.";"EXACT";"Oxalis acetosella L.";0
"31994";"3626521";"Oxalis adenophylla Gill.";"EXACT";"Oxalis adenophylla Gill.";0
"31995";"2891664";"Oxalis articulata Savign.";"EXACT";"Oxalis articulata Savign.";0
"31996";"2891750";"Oxalis barrelieri L.";"EXACT";"Oxalis barrelieri L.";0
"31997";"3627557";"Oxalis bifurca Lodd.";"EXACT";"Oxalis bifurca Lodd.";0
"31998";"7461212";"Oxalis bowiei Ait. ex G.Don";"EXACT";"Oxalis bowiei Ait. ex G.Don";0
"31999";"7435932";"Oxalis brasiliensis Lodd.";"EXACT";"Oxalis brasiliensis Lodd.";0
"32000";"8211352";"Oxalis caprina E.Mey. ex Harv. & Sond.";"EXACT";"Oxalis caprina E.Mey. ex Harv. & Sond.";0
"32001";"3626265";"Oxalis chnoodes Lourteig";"EXACT";"Oxalis chnoodes Lourteig";0
"32002";"3628268";"Oxalis compressa L.f.";"EXACT";"Oxalis compressa L.f.";0
"32003";"8427624";"Oxalis corniculata L.";"EXACT";"Oxalis corniculata L.";0
"32004";"8427624";"Oxalis corniculata var. atropurpurea (Van Houtte) P.Fourn., 1937";"EXACT";"Oxalis corniculata var. atropurpurea (Van Houtte) P.Fourn., 1937";0
"32005";"2891707";"Oxalis debilis Kunth";"EXACT";"Oxalis debilis Kunth";0
"32006";"2891707";"Oxalis debilis subsp. corymbosa (DC.) O.Bolòs & Vigo";"EXACT";"Oxalis debilis subsp. corymbosa (DC.) O.Bolòs & Vigo";0
"32007";"2891652";"Oxalis decaphylla Kunth";"EXACT";"Oxalis decaphylla Kunth";0
"32008";"3627330";"Oxalis dehradunensis Raizada";"EXACT";"Oxalis dehradunensis Raizada";0
"32009";"3627201";"Oxalis deppei Sweet";"EXACT";"Oxalis deppei Sweet";0
"32010";"3627194";"Oxalis depressa Eckl. & Zeyh.";"EXACT";"Oxalis depressa Eckl. & Zeyh.";0
"32011";"2891677";"Oxalis dillenii Jacq.";"EXACT";"Oxalis dillenii Jacq.";0
"32012";"3627032";"Oxalis dimidiata Donn.Sm.";"EXACT";"Oxalis dimidiata Donn.Sm.";0
"32013";"3626311";"Oxalis exilis A.Cunn.";"EXACT";"Oxalis exilis A.Cunn.";0
"32014";"3626045";"Oxalis flava L.";"EXACT";"Oxalis flava L.";0
"32015";"8366816";"Oxalis floribunda Lehm.";"EXACT";"Oxalis floribunda Lehm.";0
"32016";"2891701";"Oxalis fontana Bunge";"EXACT";"Oxalis fontana Bunge";0
"32017";"2891701";"Oxalis fontana subsp. fontana";"EXACT";"Oxalis fontana subsp. fontana";0
"32018";"3627724";"Oxalis glabra Thunb.";"EXACT";"Oxalis glabra Thunb.";0
"32019";"2891754";"Oxalis hirta L.";"EXACT";"Oxalis hirta L.";0
"32020";"2891720";"Oxalis incarnata L.";"EXACT";"Oxalis incarnata L.";0
"32021";"2891755";"Oxalis latifolia Kunth";"EXACT";"Oxalis latifolia Kunth";0
"32022";"3626991";"Oxalis magellanica G.Forst.";"EXACT";"Oxalis magellanica G.Forst.";0
"32023";"7318087";"Oxalis megalorrhiza Jacq.";"EXACT";"Oxalis megalorrhiza Jacq.";0
"32024";"8023378";"Oxalis micrantha Boj. ex Progel";"EXACT";"Oxalis micrantha Boj. ex Progel";0
"32025";"3627834";"Oxalis obtusa Jacq.";"EXACT";"Oxalis obtusa Jacq.";0
"32026";"3626967";"Oxalis perdicaria (Mol.) Gunckel";"EXACT";"Oxalis perdicaria (Mol.) Gunckel";0
"32027";"3626958";"Oxalis perennans Haw.";"EXACT";"Oxalis perennans Haw.";0
"32028";"2891661";"Oxalis pes-caprae L.";"EXACT";"Oxalis pes-caprae L.";0
"32029";"3626374";"Oxalis polyphylla Jacq.";"EXACT";"Oxalis polyphylla Jacq.";0
"32030";"3626374";"Oxalis polyphylla var. pentaphylla (Sims) Salter";"EXACT";"Oxalis polyphylla var. pentaphylla (Sims) Salter";0
"32031";"7318270";"Oxalis ptychoclada Diels";"EXACT";"Oxalis ptychoclada Diels";0
"32032";"8315947";"Oxalis purpurata Jacq.";"EXACT";"Oxalis purpurata Jacq.";0
"32033";"2891764";"Oxalis purpurea L.";"EXACT";"Oxalis purpurea L.";0
"32034";"8902240";"Oxalis repens L.";"EXACT";"Oxalis repens L.";0
"32035";"7156959";"Oxalis rosea Jacq.";"EXACT";"Oxalis rosea Jacq.";0
"32036";"7156841";"Oxalis spiralis G.Don";"EXACT";"Oxalis spiralis G.Don";0
"32037";"7560711";"Oxalis tetraphylla Cav.";"EXACT";"Oxalis tetraphylla Cav.";0
"32038";"3627672";"Oxalis thompsoniae B.J.Conn & P.G.Richards";"EXACT";"Oxalis thompsoniae B.J.Conn & P.G.Richards";0
"32039";"7156971";"Oxalis triangularis A.St.-Hil.";"EXACT";"Oxalis triangularis A.St.-Hil.";0
"32040";"2891751";"Oxalis tuberosa Molina";"EXACT";"Oxalis tuberosa Molina";0
"32041";"7318131";"Oxalis valdiviensis Barnéoud";"EXACT";"Oxalis valdiviensis Barnéoud";0
"32042";"8097265";"Oxalis versicolor L.";"EXACT";"Oxalis versicolor L.";0
"32043";"2891708";"Oxalis violacea L.";"EXACT";"Oxalis violacea L.";0
"32044";"8039539";"Tetratheca ciliata Lindl.";"EXACT";"Tetratheca ciliata Lindl.";0
"32045";"7791997";"Tetratheca ericifolia Sm.";"EXACT";"Tetratheca ericifolia Sm.";0
"32046";"7329570";"Picramnia antidesma subsp. fessonia (DC.) W.W.Thomas";"EXACT";"Picramnia antidesma subsp. fessonia (DC.) W.W.Thomas";0
"32047";"3086504";"Anemopsis californica (Nutt.) Hook. & Arn.";"EXACT";"Anemopsis californica (Nutt.) Hook. & Arn.";0
"32048";"3589280";"Aristolochia albida Duch.";"EXACT";"Aristolochia albida Duch.";0
"32049";"2873992";"Aristolochia anguicida Jacq.";"EXACT";"Aristolochia anguicida Jacq.";0
"32050";"3588865";"Aristolochia baetica L.";"EXACT";"Aristolochia baetica L.";0
"32051";"2874001";"Aristolochia bilobata L.";"EXACT";"Aristolochia bilobata L.";0
"32052";"3588540";"Aristolochia bracteolata Lam.";"EXACT";"Aristolochia bracteolata Lam.";0
"32053";"2874005";"Aristolochia californica Torr.";"EXACT";"Aristolochia californica Torr.";0
"32054";"2873991";"Aristolochia clematitis L.";"EXACT";"Aristolochia clematitis L.";0
"32055";"7313609";"Aristolochia cymbifera Mart. & Zucc.";"EXACT";"Aristolochia cymbifera Mart. & Zucc.";0
"32056";"2874004";"Aristolochia elegans Mast.";"EXACT";"Aristolochia elegans Mast.";0
"32057";"3589582";"Aristolochia fimbriata Cham.";"EXACT";"Aristolochia fimbriata Cham.";0
"32058";"3589517";"Aristolochia fontanesii Boiss. & Reut.";"EXACT";"Aristolochia fontanesii Boiss. & Reut.";0
"32059";"3589283";"Aristolochia gigantea Mart. & Zucc.";"EXACT";"Aristolochia gigantea Mart. & Zucc.";0
"32060";"2874014";"Aristolochia grandiflora Sw.";"EXACT";"Aristolochia grandiflora Sw.";0
"32061";"3588832";"Aristolochia hians Willd.";"EXACT";"Aristolochia hians Willd.";0
"32062";"7497322";"Aristolochia hirta L.";"EXACT";"Aristolochia hirta L.";0
"32063";"7313567";"Aristolochia indica L.";"EXACT";"Aristolochia indica L.";0
"32064";"3588528";"Aristolochia inflata Kunth";"EXACT";"Aristolochia inflata Kunth";0
"32065";"7313745";"Aristolochia kaempferi Willd.";"EXACT";"Aristolochia kaempferi Willd.";0
"32066";"2874002";"Aristolochia labiata Willd.";"EXACT";"Aristolochia labiata Willd.";0
"32067";"2873994";"Aristolochia macrophylla Lam.";"EXACT";"Aristolochia macrophylla Lam.";0
"32068";"2873997";"Aristolochia maxima Jacq.";"EXACT";"Aristolochia maxima Jacq.";0
"32069";"2874003";"Aristolochia odoratissima L.";"EXACT";"Aristolochia odoratissima L.";0
"32070";"2873998";"Aristolochia ringens Vahl";"EXACT";"Aristolochia ringens Vahl";0
"32071";"2874019";"Aristolochia rotunda L.";"EXACT";"Aristolochia rotunda L.";0
"32072";"3589175";"Aristolochia sempervirens L.";"EXACT";"Aristolochia sempervirens L.";0
"32073";"2874010";"Aristolochia tomentosa Sims";"EXACT";"Aristolochia tomentosa Sims";0
"32074";"8358388";"Aristolochia trilobata L.";"EXACT";"Aristolochia trilobata L.";0
"32075";"2873999";"Aristolochia watsonii Wooton & Standl.";"EXACT";"Aristolochia watsonii Wooton & Standl.";0
"32076";"2873947";"Asarum canadense L.";"EXACT";"Asarum canadense L.";0
"32077";"7313595";"Asarum europaeum L.";"EXACT";"Asarum europaeum L.";0
"32078";"5331099";"Hexastylis shuttleworthii (Britton) Small";"EXACT";"Hexastylis shuttleworthii (Britton) Small";0
"32079";"5384931";"Houttuynia cordata Thunb.";"EXACT";"Houttuynia cordata Thunb.";0
"32080";"4186474";"Macropiper methysticum Hook. & Arn.";"EXACT";"Macropiper methysticum Hook. & Arn.";0
"32081";"3086472";"Peperomia amplexicaulis A.Dietr.";"EXACT";"Peperomia amplexicaulis A.Dietr.";0
"32082";"4189296";"Peperomia argyreia E.Morr.";"EXACT";"Peperomia argyreia E.Morr.";0
"32083";"4187436";"Peperomia boivinii C.DC.";"EXACT";"Peperomia boivinii C.DC.";0
"32084";"4186167";"Peperomia caperata Yunck.";"EXACT";"Peperomia caperata Yunck.";0
"32085";"4187743";"Peperomia elliptica A.Dietr.";"EXACT";"Peperomia elliptica A.Dietr.";0
"32086";"7305086";"Peperomia fraseri C.DC.";"EXACT";"Peperomia fraseri C.DC.";0
"32087";"7305200";"Peperomia macrostachya A.Dietr.";"EXACT";"Peperomia macrostachya A.Dietr.";0
"32088";"3086476";"Peperomia magnoliifolia (Jacq.) A.Dietr.";"EXACT";"Peperomia magnoliifolia (Jacq.) A.Dietr.";0
"32089";"4930109";"Peperomia marmorata Hook.f.";"EXACT";"Peperomia marmorata Hook.f.";0
"32090";"3086423";"Peperomia obtusifolia A.Dietr.";"EXACT";"Peperomia obtusifolia A.Dietr.";0
"32091";"3086412";"Peperomia pellucida Kunth";"EXACT";"Peperomia pellucida Kunth";0
"32092";"3086378";"Peperomia rotundifolia Kunth";"EXACT";"Peperomia rotundifolia Kunth";0
"32093";"3086448";"Peperomia tetraphylla Hook. & Arn.";"EXACT";"Peperomia tetraphylla Hook. & Arn.";0
"32094";"7843387";"Piper acutifolium Ruiz & Pav.";"EXACT";"Piper acutifolium Ruiz & Pav.";0
